STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407995902 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,L3,5
Region Info,Core 3,
RDTSC Runtime [s],0.000080,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,555978
CPU_CLK_UNHALTED_CORE,FIXC1,280488
CPU_CLK_UNHALTED_REF,FIXC2,251908
L2_LINES_IN_ALL,PMC0,1439
L2_TRANS_L2_WB,PMC1,199
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,L3,10
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
Runtime unhalted [s],0.0001,
Clock [MHz],3794.6471,
CPI,0.5045,
L3 load bandwidth [MBytes/s],1151.2855,
L3 load data volume [GBytes],0.0001,
L3 evict bandwidth [MBytes/s],159.2118,
L3 evict data volume [GBytes],1.273600e-05,
L3 bandwidth [MBytes/s],1310.4973,
L3 data volume [GBytes],0.0001,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407995902 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,L3,5
Region Info,Core 3,
RDTSC Runtime [s],0.000004,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,21836
CPU_CLK_UNHALTED_CORE,FIXC1,22191
CPU_CLK_UNHALTED_REF,FIXC2,20306
L2_LINES_IN_ALL,PMC0,479
L2_TRANS_L2_WB,PMC1,40
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,L3,10
Metric,Core 3,
Runtime (RDTSC) [s],3.552814e-06,
Runtime unhalted [s],6.511451e-06,
Clock [MHz],3724.3592,
CPI,1.0163,
L3 load bandwidth [MBytes/s],8628.6532,
L3 load data volume [GBytes],3.065600e-05,
L3 evict bandwidth [MBytes/s],720.5556,
L3 evict data volume [GBytes],2.560000e-06,
L3 bandwidth [MBytes/s],9349.2088,
L3 data volume [GBytes],3.321600e-05,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407995902 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,L3,5
Region Info,Core 3,
RDTSC Runtime [s],0.000042,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,352432
CPU_CLK_UNHALTED_CORE,FIXC1,168092
CPU_CLK_UNHALTED_REF,FIXC2,151230
L2_LINES_IN_ALL,PMC0,689
L2_TRANS_L2_WB,PMC1,69
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,L3,10
Metric,Core 3,
Runtime (RDTSC) [s],4.206452e-05,
Runtime unhalted [s],4.932283e-05,
Clock [MHz],3787.9842,
CPI,0.4769,
L3 load bandwidth [MBytes/s],1048.2944,
L3 load data volume [GBytes],4.409600e-05,
L3 evict bandwidth [MBytes/s],104.9816,
L3 evict data volume [GBytes],4.416000e-06,
L3 bandwidth [MBytes/s],1153.2760,
L3 data volume [GBytes],4.851200e-05,
