STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407984086 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000116,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,863647
CPU_CLK_UNHALTED_CORE,FIXC1,419970
CPU_CLK_UNHALTED_REF,FIXC2,377578
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,2600
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,301216
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
Runtime unhalted [s],0.0001,
Clock [MHz],3790.6104,
CPI,0.4863,
DP MFLOP/s,2632.2182,
AVX DP MFLOP/s,0,
Packed MUOPS/s,22.3349,
Scalar MUOPS/s,2587.5485,
Vectorization ratio,0.8558,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407984086 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000004,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,21925
CPU_CLK_UNHALTED_CORE,FIXC1,22507
CPU_CLK_UNHALTED_REF,FIXC2,19596
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,15
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,766
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],3.512952e-06,
Runtime unhalted [s],6.604198e-06,
Clock [MHz],3914.2426,
CPI,1.0265,
DP MFLOP/s,226.5901,
AVX DP MFLOP/s,0,
Packed MUOPS/s,4.2699,
Scalar MUOPS/s,218.0502,
Vectorization ratio,1.9206,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407984086 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000067,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,548101
CPU_CLK_UNHALTED_CORE,FIXC1,258459
CPU_CLK_UNHALTED_REF,FIXC2,232312
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,110016
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
Runtime unhalted [s],0.0001,
Clock [MHz],3791.5569,
CPI,0.4716,
DP MFLOP/s,1643.7816,
AVX DP MFLOP/s,0,
Packed MUOPS/s,0,
Scalar MUOPS/s,1643.7816,
Vectorization ratio,0,
