STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408050922 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000534,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,4382679
CPU_CLK_UNHALTED_CORE,FIXC1,1999778
CPU_CLK_UNHALTED_REF,FIXC2,1797436
L2_TRANS_ALL_REQUESTS,PMC0,12028
L2_RQSTS_MISS,PMC1,2167
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0005,
Runtime unhalted [s],0.0006,
Clock [MHz],3791.7040,
CPI,0.4563,
L2 request rate,0.0027,
L2 miss rate,0.0005,
L2 miss ratio,0.1802,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408050922 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000003,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,21829
CPU_CLK_UNHALTED_CORE,FIXC1,20938
CPU_CLK_UNHALTED_REF,FIXC2,18602
L2_TRANS_ALL_REQUESTS,PMC0,1646
L2_RQSTS_MISS,PMC1,477
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],3.384340e-06,
Runtime unhalted [s],6.143688e-06,
Clock [MHz],3836.0268,
CPI,0.9592,
L2 request rate,0.0754,
L2 miss rate,0.0219,
L2 miss ratio,0.2898,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408050922 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000331,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,2787488
CPU_CLK_UNHALTED_CORE,FIXC1,1247710
CPU_CLK_UNHALTED_REF,FIXC2,1121658
L2_TRANS_ALL_REQUESTS,PMC0,5206
L2_RQSTS_MISS,PMC1,1615
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0003,
Runtime unhalted [s],0.0004,
Clock [MHz],3791.0479,
CPI,0.4476,
L2 request rate,0.0019,
L2 miss rate,0.0006,
L2 miss ratio,0.3102,
