STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407948366 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.014362,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,154005900
CPU_CLK_UNHALTED_CORE,FIXC1,53682180
CPU_CLK_UNHALTED_REF,FIXC2,48272330
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,5000000
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,14000020
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,6000000
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0144,
Runtime unhalted [s],0.0158,
Clock [MHz],3789.8750,
CPI,0.3486,
DP MFLOP/s,3342.1520,
AVX DP MFLOP/s,1671.0753,
Packed MUOPS/s,765.9095,
Scalar MUOPS/s,974.7953,
Vectorization ratio,44.0000,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407948366 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,5378
CPU_CLK_UNHALTED_CORE,FIXC1,12152
CPU_CLK_UNHALTED_REF,FIXC2,10650
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,80
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,86
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],7.183181e-07,
Runtime unhalted [s],3.565782e-06,
Clock [MHz],3888.5811,
CPI,2.2596,
DP MFLOP/s,342.4667,
AVX DP MFLOP/s,0,
Packed MUOPS/s,111.3713,
Scalar MUOPS/s,119.7241,
Vectorization ratio,48.1928,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407948366 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.023519,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,106008200
CPU_CLK_UNHALTED_CORE,FIXC1,62000540
CPU_CLK_UNHALTED_REF,FIXC2,55754600
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,1000000
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,22000020
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,2000000
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0235,
Runtime unhalted [s],0.0182,
Clock [MHz],3789.7257,
CPI,0.5849,
DP MFLOP/s,1360.6197,
AVX DP MFLOP/s,340.1547,
Packed MUOPS/s,127.5580,
Scalar MUOPS/s,935.4263,
Vectorization ratio,12.0000,
