STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.40791506 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],1.463633,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,15400010000
CPU_CLK_UNHALTED_CORE,FIXC1,5504317000
CPU_CLK_UNHALTED_REF,FIXC2,4949725000
L2_TRANS_ALL_REQUESTS,PMC0,218666100
L2_RQSTS_MISS,PMC1,67320140
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],1.4636,
Runtime unhalted [s],1.6152,
Clock [MHz],3789.7549,
CPI,0.3574,
L2 request rate,0.0142,
L2 miss rate,0.0044,
L2 miss ratio,0.3079,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.40791506 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,5274
CPU_CLK_UNHALTED_CORE,FIXC1,11570
CPU_CLK_UNHALTED_REF,FIXC2,10082
L2_TRANS_ALL_REQUESTS,PMC0,1693
L2_RQSTS_MISS,PMC1,505
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],6.866250e-07,
Runtime unhalted [s],3.395038e-06,
Clock [MHz],3910.8884,
CPI,2.1938,
L2 request rate,0.3210,
L2 miss rate,0.0958,
L2 miss ratio,0.2983,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.40791506 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],2.324236,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,10600400000
CPU_CLK_UNHALTED_CORE,FIXC1,6086184000
CPU_CLK_UNHALTED_REF,FIXC2,5474855000
L2_TRANS_ALL_REQUESTS,PMC0,239454800
L2_RQSTS_MISS,PMC1,67566370
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],2.3242,
Runtime unhalted [s],1.7859,
Clock [MHz],3788.4470,
CPI,0.5741,
L2 request rate,0.0226,
L2 miss rate,0.0064,
L2 miss ratio,0.2822,
