STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407951236 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000016,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,163480
CPU_CLK_UNHALTED_CORE,FIXC1,71882
CPU_CLK_UNHALTED_REF,FIXC2,64326
L2_TRANS_ALL_REQUESTS,PMC0,4735
L2_RQSTS_MISS,PMC1,1518
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],1.606783e-05,
Runtime unhalted [s],2.109244e-05,
Clock [MHz],3808.2634,
CPI,0.4397,
L2 request rate,0.0290,
L2 miss rate,0.0093,
L2 miss ratio,0.3206,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407951236 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,5274
CPU_CLK_UNHALTED_CORE,FIXC1,11893
CPU_CLK_UNHALTED_REF,FIXC2,10934
L2_TRANS_ALL_REQUESTS,PMC0,1706
L2_RQSTS_MISS,PMC1,513
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],7.015111e-07,
Runtime unhalted [s],3.489780e-06,
Clock [MHz],3706.8560,
CPI,2.2550,
L2 request rate,0.3235,
L2 miss rate,0.0973,
L2 miss ratio,0.3007,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407951236 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000016,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,112371
CPU_CLK_UNHALTED_CORE,FIXC1,70370
CPU_CLK_UNHALTED_REF,FIXC2,63474
L2_TRANS_ALL_REQUESTS,PMC0,4617
L2_RQSTS_MISS,PMC1,1406
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],1.617937e-05,
Runtime unhalted [s],2.064877e-05,
Clock [MHz],3778.2010,
CPI,0.6262,
L2 request rate,0.0411,
L2 miss rate,0.0125,
L2 miss ratio,0.3045,
