STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407908569 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000006,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,45298
CPU_CLK_UNHALTED_CORE,FIXC1,32734
CPU_CLK_UNHALTED_REF,FIXC2,29536
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,1280
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,3600
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,1536
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],5.681414e-06,
Runtime unhalted [s],9.605305e-06,
Clock [MHz],3776.8987,
CPI,0.7226,
DP MFLOP/s,2165.6581,
AVX DP MFLOP/s,1081.4209,
Packed MUOPS/s,495.6513,
Scalar MUOPS/s,633.6451,
Vectorization ratio,43.8903,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407908569 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,5378
CPU_CLK_UNHALTED_CORE,FIXC1,13296
CPU_CLK_UNHALTED_REF,FIXC2,12070
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,80
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,86
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],8.984862e-07,
Runtime unhalted [s],3.901513e-06,
Clock [MHz],3754.0640,
CPI,2.4723,
DP MFLOP/s,273.7939,
AVX DP MFLOP/s,0,
Packed MUOPS/s,89.0387,
Scalar MUOPS/s,95.7166,
Vectorization ratio,48.1928,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407908569 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000004,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,31053
CPU_CLK_UNHALTED_CORE,FIXC1,24492
CPU_CLK_UNHALTED_REF,FIXC2,22152
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,256
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,5648
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,512
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],4.176699e-06,
Runtime unhalted [s],7.186813e-06,
Clock [MHz],3767.8989,
CPI,0.7887,
DP MFLOP/s,1965.1883,
AVX DP MFLOP/s,490.3394,
Packed MUOPS/s,183.8773,
Scalar MUOPS/s,1352.2641,
Vectorization ratio,11.9701,
