STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407966566 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.509678,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,4271010000
CPU_CLK_UNHALTED_CORE,FIXC1,1915544000
CPU_CLK_UNHALTED_REF,FIXC2,1722381000
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,13000000
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,1506000000
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.5097,
Runtime unhalted [s],0.5621,
Clock [MHz],3790.1660,
CPI,0.4485,
DP MFLOP/s,3005.8205,
AVX DP MFLOP/s,0,
Packed MUOPS/s,25.5063,
Scalar MUOPS/s,2954.8079,
Vectorization ratio,0.8558,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407966566 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000003,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,21892
CPU_CLK_UNHALTED_CORE,FIXC1,21892
CPU_CLK_UNHALTED_REF,FIXC2,19454
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,15
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,766
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],3.371496e-06,
Runtime unhalted [s],6.423772e-06,
Clock [MHz],3835.0573,
CPI,1,
DP MFLOP/s,236.0970,
AVX DP MFLOP/s,0,
Packed MUOPS/s,4.4491,
Scalar MUOPS/s,227.1988,
Vectorization ratio,1.9206,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407966566 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.319496,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,2711504000
CPU_CLK_UNHALTED_CORE,FIXC1,1195195000
CPU_CLK_UNHALTED_REF,FIXC2,1074713000
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,550000000
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.3195,
Runtime unhalted [s],0.3507,
Clock [MHz],3790.0208,
CPI,0.4408,
DP MFLOP/s,1721.4591,
AVX DP MFLOP/s,0,
Packed MUOPS/s,0,
Scalar MUOPS/s,1721.4591,
Vectorization ratio,0,
