STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407979154 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.005106,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,42719430
CPU_CLK_UNHALTED_CORE,FIXC1,19144000
CPU_CLK_UNHALTED_REF,FIXC2,17212810
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,130000
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,15060020
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0051,
Runtime unhalted [s],0.0056,
Clock [MHz],3790.3371,
CPI,0.4481,
DP MFLOP/s,3000.4191,
AVX DP MFLOP/s,0,
Packed MUOPS/s,25.4604,
Scalar MUOPS/s,2949.4982,
Vectorization ratio,0.8558,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407979154 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000003,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,21910
CPU_CLK_UNHALTED_CORE,FIXC1,22017
CPU_CLK_UNHALTED_REF,FIXC2,19880
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,15
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,766
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],3.447203e-06,
Runtime unhalted [s],6.460427e-06,
Clock [MHz],3774.3198,
CPI,1.0049,
DP MFLOP/s,230.9118,
AVX DP MFLOP/s,0,
Packed MUOPS/s,4.3514,
Scalar MUOPS/s,222.2091,
Vectorization ratio,1.9206,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407979154 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.003617,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,27149220
CPU_CLK_UNHALTED_CORE,FIXC1,13316140
CPU_CLK_UNHALTED_REF,FIXC2,11973580
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,5500016
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0036,
Runtime unhalted [s],0.0039,
Clock [MHz],3790.1052,
CPI,0.4905,
DP MFLOP/s,1520.6420,
AVX DP MFLOP/s,0,
Packed MUOPS/s,0,
Scalar MUOPS/s,1520.6420,
Vectorization ratio,0,
