STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407978945 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.001590,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,12822430
CPU_CLK_UNHALTED_CORE,FIXC1,5808801
CPU_CLK_UNHALTED_REF,FIXC2,5225600
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,39000
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,4518016
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0016,
Runtime unhalted [s],0.0017,
Clock [MHz],3788.3251,
CPI,0.4530,
DP MFLOP/s,2890.4198,
AVX DP MFLOP/s,0,
Packed MUOPS/s,24.5270,
Scalar MUOPS/s,2841.3658,
Vectorization ratio,0.8558,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407978945 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000003,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,21904
CPU_CLK_UNHALTED_CORE,FIXC1,21957
CPU_CLK_UNHALTED_REF,FIXC2,19880
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,15
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,766
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],3.464809e-06,
Runtime unhalted [s],6.442821e-06,
Clock [MHz],3764.0339,
CPI,1.0024,
DP MFLOP/s,229.7385,
AVX DP MFLOP/s,0,
Packed MUOPS/s,4.3292,
Scalar MUOPS/s,221.0800,
Vectorization ratio,1.9206,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407978945 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000966,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8156683
CPU_CLK_UNHALTED_CORE,FIXC1,3607569
CPU_CLK_UNHALTED_REF,FIXC2,3242996
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,1650016
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],0.0010,
Runtime unhalted [s],0.0011,
Clock [MHz],3791.0991,
CPI,0.4423,
DP MFLOP/s,1707.5707,
AVX DP MFLOP/s,0,
Packed MUOPS/s,0,
Scalar MUOPS/s,1707.5707,
Vectorization ratio,0,
