STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407968452 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],5.090123,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,42710010000
CPU_CLK_UNHALTED_CORE,FIXC1,19152810000
CPU_CLK_UNHALTED_REF,FIXC2,17219410000
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,130000000
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,15060000000
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],5.0901,
Runtime unhalted [s],5.6200,
Clock [MHz],3790.6161,
CPI,0.4484,
DP MFLOP/s,3009.7505,
AVX DP MFLOP/s,0,
Packed MUOPS/s,25.5397,
Scalar MUOPS/s,2958.6711,
Vectorization ratio,0.8558,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407968452 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000003,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,21892
CPU_CLK_UNHALTED_CORE,FIXC1,22238
CPU_CLK_UNHALTED_REF,FIXC2,20022
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,15
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,766
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],3.445077e-06,
Runtime unhalted [s],6.525295e-06,
Clock [MHz],3785.1564,
CPI,1.0158,
DP MFLOP/s,231.0543,
AVX DP MFLOP/s,0,
Packed MUOPS/s,4.3540,
Scalar MUOPS/s,222.3463,
Vectorization ratio,1.9206,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407968452 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],3.188425,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,27115010000
CPU_CLK_UNHALTED_CORE,FIXC1,11945600000
CPU_CLK_UNHALTED_REF,FIXC2,10740310000
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,5500000000
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],3.1884,
Runtime unhalted [s],3.5052,
Clock [MHz],3790.4146,
CPI,0.4406,
DP MFLOP/s,1724.9896,
AVX DP MFLOP/s,0,
Packed MUOPS/s,0,
Scalar MUOPS/s,1724.9896,
Vectorization ratio,0,
