STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407420348 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000003,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,25586
CPU_CLK_UNHALTED_CORE,FIXC1,23921
CPU_CLK_UNHALTED_REF,FIXC2,20874
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,640
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,1808
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,768
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],3.445455e-06,
Runtime unhalted [s],7.020267e-06,
Clock [MHz],3904.8051,
CPI,0.9349,
DP MFLOP/s,1787.8626,
AVX DP MFLOP/s,891.6094,
Packed MUOPS/s,408.6543,
Scalar MUOPS/s,524.7493,
Vectorization ratio,43.7811,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407420348 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,5378
CPU_CLK_UNHALTED_CORE,FIXC1,11354
CPU_CLK_UNHALTED_REF,FIXC2,10366
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,80
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,86
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,0
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],6.654992e-07,
Runtime unhalted [s],3.332140e-06,
Clock [MHz],3732.1870,
CPI,2.1112,
DP MFLOP/s,369.6473,
AVX DP MFLOP/s,0,
Packed MUOPS/s,120.2105,
Scalar MUOPS/s,129.2263,
Vectorization ratio,48.1928,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407420348 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,FLOPS_DP,6
Region Info,Core 3,
RDTSC Runtime [s],0.000002,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,17485
CPU_CLK_UNHALTED_CORE,FIXC1,16837
CPU_CLK_UNHALTED_REF,FIXC2,15194
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,128
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,2832
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,256
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,FLOPS_DP,9
Metric,Core 3,
Runtime (RDTSC) [s],2.254129e-06,
Runtime unhalted [s],4.941275e-06,
Clock [MHz],3775.8810,
CPI,0.9629,
DP MFLOP/s,1824.2079,
AVX DP MFLOP/s,454.2775,
Packed MUOPS/s,170.3540,
Scalar MUOPS/s,1256.3611,
Vectorization ratio,11.9403,
