STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407969272 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000009,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,84632
CPU_CLK_UNHALTED_CORE,FIXC1,45881
CPU_CLK_UNHALTED_REF,FIXC2,41464
L2_TRANS_ALL_REQUESTS,PMC0,3663
L2_RQSTS_MISS,PMC1,1172
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],9.239526e-06,
Runtime unhalted [s],1.346286e-05,
Clock [MHz],3771.0071,
CPI,0.5421,
L2 request rate,0.0433,
L2 miss rate,0.0138,
L2 miss ratio,0.3200,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407969272 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,5274
CPU_CLK_UNHALTED_CORE,FIXC1,11637
CPU_CLK_UNHALTED_REF,FIXC2,10792
L2_TRANS_ALL_REQUESTS,PMC0,1542
L2_RQSTS_MISS,PMC1,443
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],7.247723e-07,
Runtime unhalted [s],3.414643e-06,
Clock [MHz],3674.8090,
CPI,2.2065,
L2 request rate,0.2924,
L2 miss rate,0.0840,
L2 miss ratio,0.2873,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407969272 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000008,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,58099
CPU_CLK_UNHALTED_CORE,FIXC1,39415
CPU_CLK_UNHALTED_REF,FIXC2,35216
L2_TRANS_ALL_REQUESTS,PMC0,2937
L2_RQSTS_MISS,PMC1,802
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],8.114515e-06,
Runtime unhalted [s],1.156554e-05,
Clock [MHz],3814.3204,
CPI,0.6784,
L2 request rate,0.0506,
L2 miss rate,0.0138,
L2 miss ratio,0.2731,
