STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407968712 GHz,
TABLE,Region GERANDO_SISTEMA,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000003,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,21184
CPU_CLK_UNHALTED_CORE,FIXC1,22143
CPU_CLK_UNHALTED_REF,FIXC2,19738
L2_TRANS_ALL_REQUESTS,PMC0,2883
L2_RQSTS_MISS,PMC1,975
TABLE,Region GERANDO_SISTEMA,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],3.029372e-06,
Runtime unhalted [s],6.497419e-06,
Clock [MHz],3823.2167,
CPI,1.0453,
L2 request rate,0.1361,
L2 miss rate,0.0460,
L2 miss ratio,0.3382,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407968712 GHz,
TABLE,Region SOLUCAO_SISTEMA,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,5274
CPU_CLK_UNHALTED_CORE,FIXC1,11447
CPU_CLK_UNHALTED_REF,FIXC2,10508
L2_TRANS_ALL_REQUESTS,PMC0,1605
L2_RQSTS_MISS,PMC1,477
TABLE,Region SOLUCAO_SISTEMA,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],7.153825e-07,
Runtime unhalted [s],3.358892e-06,
Clock [MHz],3712.5065,
CPI,2.1705,
L2 request rate,0.3043,
L2 miss rate,0.0904,
L2 miss ratio,0.2972,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407968712 GHz,
TABLE,Region CALCULO_RESIDUO,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000002,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,14427
CPU_CLK_UNHALTED_CORE,FIXC1,15166
CPU_CLK_UNHALTED_REF,FIXC2,13774
L2_TRANS_ALL_REQUESTS,PMC0,1872
L2_RQSTS_MISS,PMC1,549
TABLE,Region CALCULO_RESIDUO,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],1.794618e-06,
Runtime unhalted [s],4.450158e-06,
Clock [MHz],3752.3779,
CPI,1.0512,
L2 request rate,0.1298,
L2 miss rate,0.0381,
L2 miss ratio,0.2933,
